Clip,L1 Loss,L2 Loss,SNR (dB)
14046,2.013340,6.617236,24.41
14047,1.801885,5.363193,25.13
14048,2.075220,7.417817,23.55
14049,2.586397,11.388227,21.53
14050,2.834546,12.869307,20.89
14051,3.103511,15.518919,20.01
14052,3.368499,18.689501,19.19
14053,3.558050,20.471560,18.82
14054,3.720091,21.869003,18.61
14055,3.856376,23.617144,18.33
14056,4.233111,31.966631,18.54
14057,3.438455,21.167797,20.27
14058,3.602858,21.371708,20.38
14059,3.549231,19.253977,21.16
14060,3.226575,16.166740,22.23
14061,3.085066,15.973766,22.49
14062,3.453819,18.904243,21.90
14063,2.861466,13.156560,23.59
14064,3.238832,16.231125,22.93
14065,3.736412,20.816181,22.15
14066,4.297432,26.564096,21.18
14067,4.409247,30.460028,20.40
14068,3.699826,23.275618,21.13
14069,3.842597,25.593296,19.86
14070,3.526359,22.905748,19.22
14071,3.463069,21.789604,18.67
14072,3.442397,22.928934,18.37
14073,3.273688,19.211712,19.47
14074,3.007524,15.630491,20.85
14075,3.057687,14.894968,21.47
14076,3.130521,15.141236,21.65
14077,3.154001,16.883255,21.32
14078,3.108961,16.380924,21.54
14079,2.955487,13.988922,22.25
14080,3.045528,14.425877,22.08
14081,2.677670,10.556445,23.44
14082,2.523105,10.728163,23.36
14083,2.661627,12.327459,22.71
14084,2.568821,12.818191,22.53
14085,2.429646,10.822305,23.37
14086,2.661561,12.212816,23.08
14087,3.016235,14.529985,22.77
14088,3.543812,19.749485,21.91
14089,3.284871,16.510601,22.98
14090,2.790964,12.976203,24.15
14091,2.706865,11.791783,24.61
14092,3.098611,16.452271,23.07
14093,3.276849,17.922398,22.52
14094,3.204700,16.417223,22.70
14095,3.036598,15.134062,22.83
14096,2.862136,13.697821,22.95
14097,3.114033,16.608017,21.67
14098,2.753490,13.872188,22.05
14099,2.895221,13.659465,22.06
14100,2.584559,10.738305,23.38
14101,2.195759,8.270946,24.99
14102,2.202171,8.160979,25.56
14103,2.317210,8.513992,25.81
14104,2.176984,7.626507,26.56
14105,2.329129,8.796653,26.10
14106,2.159221,7.970283,26.65
14107,2.025483,6.832584,27.45
14108,2.125981,7.368923,27.32
14109,2.698867,11.522601,25.61
14110,2.692941,11.610188,25.82
14111,3.234560,16.819885,24.21
14112,3.814534,24.656368,22.33
14113,3.319879,21.201868,22.60
14114,3.369390,22.741280,21.76
14115,2.873231,14.117266,23.09
14116,2.812828,13.221237,22.86
14117,2.932767,15.001243,22.02
14118,3.126812,16.207050,21.47
14119,3.380761,19.519474,20.51
14120,3.134740,17.139313,21.08
14121,3.274566,18.132406,20.95
14122,3.540820,20.501572,20.74
14123,3.213641,18.509548,21.43
14124,3.638342,24.410769,20.37
14125,3.627012,24.475956,20.38
14126,3.318672,19.527334,21.28
14127,3.048029,15.092375,22.07
14128,2.928267,14.261204,22.04
14129,3.088615,15.688984,21.53
14130,3.102264,16.055576,21.49
14131,2.877363,14.296350,22.15
14132,2.596815,11.449438,23.38
14133,2.594841,11.808295,23.71
14134,2.268047,8.982143,25.43
14135,2.257971,8.257324,26.32
14136,2.380336,9.632398,26.13
14137,2.362371,9.623800,26.49
14138,2.636547,11.743035,25.68
14139,3.524109,21.234653,22.89
14140,3.637050,22.770390,22.26
14141,3.750134,22.028904,21.96
14142,3.797398,22.826303,21.33
14143,3.569799,20.144047,21.56
14144,3.415129,20.244110,21.35
14145,3.589113,23.465162,20.47
14146,3.205569,19.049263,21.12
14147,3.006961,15.794940,21.76
14148,2.966348,14.017541,22.27
14149,3.310592,18.354290,21.23
14150,3.436957,21.137791,20.80
14151,3.336665,19.005527,21.42
14152,3.075814,14.218094,22.71
14153,2.845146,12.548704,23.20
14154,2.591745,11.105988,23.70
14155,2.638284,11.677442,23.56
14156,2.653993,11.933297,23.69
14157,2.729421,12.354627,23.91
14158,2.978381,13.671622,23.74
14159,2.910682,13.170891,24.04
14160,2.678298,11.129050,24.78
14161,2.849670,12.796611,24.08
14162,2.766628,12.780135,23.87
14163,2.785848,12.477335,23.72
14164,2.651995,11.326897,23.94
14165,2.815331,13.815126,22.91
14166,2.804739,14.067307,22.70
14167,2.558613,10.888099,23.78
14168,2.527969,10.474685,24.19
14169,2.443648,10.215310,24.56
14170,2.503920,10.348398,24.70
14171,2.585174,10.963620,24.59
14172,2.486947,10.367519,24.87
14173,2.707380,12.887234,23.73
14174,2.895943,15.102288,22.74
14175,3.228574,17.733780,21.71
14176,2.914734,14.737089,22.22
14177,2.522558,11.074224,23.35
14178,2.582087,10.914890,23.64
14179,2.618518,11.115214,24.12
14180,2.321688,8.817260,25.77
14181,2.281209,8.560905,26.50
14182,2.177438,8.134963,27.17
14183,2.358383,9.518736,26.65
14184,2.605083,13.142732,25.06
14185,2.784953,14.275785,24.28
14186,3.404160,17.753664,22.77
14187,2.974015,13.995407,23.20
14188,2.712710,11.282502,23.70
14189,2.673213,11.606059,23.55
14190,2.500928,10.185836,24.42
14191,2.735098,12.240005,24.13
14192,2.500883,9.923758,25.29
14193,2.927817,13.841619,23.87
14194,2.936284,12.944798,24.04
14195,2.471503,9.570777,25.14
14196,2.471969,9.781923,24.74
14197,2.592957,10.797531,24.33
14198,2.373780,9.244287,25.21
14199,2.828096,13.190789,23.89
14200,2.803840,13.007373,24.13
14201,2.579480,10.620623,25.11
14202,2.637719,11.355409,24.88
14203,2.873104,13.357939,24.28
14204,2.966980,14.282481,24.11
14205,3.073087,15.841371,23.75
14206,2.700494,12.691252,24.77
14207,2.614491,11.143491,25.38
14208,2.458570,10.367147,25.80
14209,2.433525,9.948390,26.19
14210,2.103592,7.353770,27.78
14211,1.945701,6.457548,28.62
14212,1.860368,5.864649,29.26
14213,1.857496,6.045160,29.25
14214,2.036870,7.041083,28.63
14215,2.387818,9.503366,27.31
14216,2.678880,11.658170,26.25
14217,2.347244,9.344194,26.78
14218,2.648571,11.041365,25.40
14219,3.234031,16.452576,22.82
14220,3.285991,17.151793,21.57
14221,2.953022,12.946965,21.79
14222,2.989139,13.557205,21.03
14223,3.421793,18.263041,19.49
14224,3.489130,20.361591,18.82
14225,3.174210,16.567844,19.55
14226,3.002740,14.902560,19.86
14227,3.029256,17.498657,19.06
14228,3.252558,20.270197,18.59
14229,3.282506,20.382860,18.88
14230,3.402535,20.542261,19.12
14231,3.400129,20.477509,19.31
14232,3.601579,21.362867,19.17
14233,3.701771,22.965311,18.80
14234,3.404022,20.139290,19.30
14235,3.494156,22.495148,18.77
14236,3.717374,26.290401,18.06
14237,3.705546,23.808359,18.42
14238,3.450142,19.479321,19.20
14239,3.729946,23.436762,18.52
14240,3.482769,19.860264,19.65
14241,3.814618,22.776855,19.51
14242,4.319385,29.068247,18.77
14243,4.155936,26.732548,19.31
14244,3.715286,22.065512,20.15
14245,3.666927,22.723518,19.88
14246,3.530702,19.779903,20.27
14247,3.558514,20.955990,19.90
14248,3.845453,23.979782,19.28
14249,3.905628,24.068926,19.23
14250,3.517036,19.293711,20.12
14251,3.204808,16.598413,20.80
14252,2.681959,12.179162,22.15
14253,2.894695,15.163638,21.10
14254,2.791349,14.788157,21.03
14255,3.065573,16.779427,20.25
14256,3.145177,15.384552,20.32
14257,2.842353,13.604557,20.78
14258,2.692618,12.522322,21.42
14259,2.904295,13.812470,21.46
14260,3.367651,17.442387,20.81
14261,3.346806,17.909187,20.79
14262,3.286712,16.559978,21.10
14263,2.930659,13.869225,21.75
14264,2.906250,14.785828,21.41
14265,3.306746,16.500042,21.03
14266,3.027088,14.111325,21.87
14267,3.411549,19.387220,20.51
14268,3.667045,22.278700,19.83
14269,3.521328,20.546869,19.98
14270,3.020869,16.056406,20.84
14271,3.170759,16.443493,20.73
14272,3.426224,18.579868,20.39
14273,3.885395,25.792910,19.12
14274,3.898589,25.292171,19.31
14275,3.769730,21.721138,20.06
14276,3.613105,21.139843,20.27
14277,3.186402,18.122189,21.06
14278,3.390528,18.840649,21.08
14279,3.839888,23.829027,20.24
14280,3.618455,22.985355,20.41
14281,3.490967,21.754263,20.53
14282,3.354389,18.091869,21.18
14283,3.586368,21.245974,20.36
14284,2.911124,13.779266,22.06
14285,2.678547,11.781417,22.59
14286,2.554790,11.776398,22.53
14287,2.547796,12.603202,22.26
14288,2.898071,15.180076,21.55
14289,2.677116,13.331120,22.32
14290,3.079041,16.491018,21.54
14291,3.333999,18.696625,20.95
14292,3.353840,19.578983,20.56
14293,3.187041,18.650417,20.40
14294,2.957883,15.299190,20.75
14295,3.224931,18.046051,19.69
14296,3.399666,18.782597,19.51
14297,3.139670,15.572108,20.48
14298,2.989936,13.843202,21.24
14299,2.780043,12.161179,22.06
14300,2.713202,11.522475,22.52
14301,2.845847,12.813838,22.20
14302,2.896585,12.802854,22.37
14303,2.890134,12.820934,22.58
14304,2.761660,11.881984,23.06
14305,2.760463,12.608059,22.91
14306,3.384025,19.735170,21.09
14307,2.644929,11.007932,24.25
14308,2.463456,9.229865,25.35
14309,2.407550,9.020795,25.80
14310,2.369537,8.954782,26.10
14311,2.344042,9.142116,26.18
14312,2.251358,8.815986,26.46
14313,2.161265,7.396374,27.29
14314,1.969629,6.335726,28.06
14315,1.872258,5.879048,28.56
14316,1.842626,5.637980,28.96
14317,2.356413,8.180633,27.56
14318,2.630617,10.742122,26.49
14319,2.456796,9.938055,26.75
14320,2.498810,10.773499,26.13
14321,2.737278,12.933498,24.88
14322,3.256170,16.373980,23.25
14323,3.382413,17.877802,22.20
14324,3.245706,16.355947,21.96
14325,3.042241,15.373635,21.80
14326,3.157216,16.518555,21.23
14327,3.045562,16.455994,21.03
14328,3.001175,17.885210,20.48
14329,2.899889,17.461269,20.55
14330,3.177075,19.544691,20.06
14331,3.756620,25.197468,19.05
14332,3.876828,26.908714,19.09
14333,3.663048,24.156319,20.00
14334,4.020512,27.738997,19.61
14335,4.065821,27.657326,19.70
14336,3.599799,21.528067,20.78
14337,3.269321,17.193474,21.60
14338,3.140045,16.104704,21.60
14339,3.196632,17.138649,21.19
14340,3.249395,17.053467,21.22
14341,3.294848,18.318739,21.09
14342,2.924196,13.584143,22.79
14343,2.779914,12.130778,23.69
14344,3.004666,14.874995,23.08
14345,3.488805,20.076559,21.91
14346,3.231997,16.759447,22.72
14347,3.249437,17.035425,22.51
14348,2.906547,13.907817,23.18
14349,3.363270,19.007433,21.65
14350,3.617148,20.971628,21.06
14351,3.625842,22.678030,20.58
14352,2.998680,14.791092,22.36
14353,2.962657,13.732411,22.74
14354,2.701984,11.652698,23.61
14355,2.696439,11.774555,23.71
14356,2.802168,12.298907,23.61
14357,3.236722,16.749582,22.17
14358,2.999512,15.387152,22.34
14359,2.833914,13.853225,22.61
14360,2.650757,12.121129,23.15
14361,2.669407,11.807031,23.35
14362,2.444858,9.962354,24.42
14363,2.234947,8.052021,25.85
14364,2.422030,9.107304,25.79
14365,2.510518,10.890210,25.34
14366,2.452067,11.460634,25.27
14367,2.731722,12.140595,24.95
14368,2.894433,13.220797,24.30
14369,3.011617,15.443913,23.24
14370,3.178244,19.006855,21.98
14371,3.489542,23.722185,20.78
14372,3.543392,26.022514,20.28
14373,3.676615,24.635857,20.53
14374,3.629007,25.632198,20.23
14375,4.197214,32.612118,18.88
14376,4.148421,31.430676,18.54
14377,3.924108,26.656061,18.61
14378,3.568852,21.339243,18.81
14379,3.126800,18.789471,18.77
14380,3.396447,20.768984,18.14
14381,3.105059,17.222139,19.17
14382,2.497858,11.372628,21.48
14383,2.481075,10.623539,22.43
14384,2.497706,10.798649,22.95
14385,2.763493,12.854038,22.61
14386,2.925551,15.045321,22.15
14387,3.259897,20.216633,20.96
14388,3.685590,27.881754,19.59
14389,3.876662,29.766281,19.35
14390,3.740381,27.984566,19.79
14391,3.794077,28.604916,19.94
14392,3.927216,29.136864,20.03
14393,4.015603,29.155617,20.03
14394,3.677737,22.726997,21.02
14395,3.270767,17.966259,21.85
14396,3.063270,15.632671,22.18
14397,2.916553,13.912299,22.44
14398,2.743091,12.895073,22.68
14399,2.847554,13.812134,22.31
14400,2.837012,13.848127,22.36
14401,2.878959,13.382808,22.69
14402,2.943345,13.552587,22.85
14403,3.070482,14.719223,22.62
14404,3.057361,15.168252,22.54
14405,2.932492,14.221159,22.72
14406,2.687602,12.029711,23.22
14407,2.870287,13.076549,22.64
14408,2.823281,12.231953,22.95
14409,3.341611,18.258890,21.59
14410,3.301544,17.723696,22.16
14411,3.341108,19.155928,22.07
14412,3.019607,15.374911,23.10
14413,3.180091,16.904711,22.56
14414,3.260853,17.166071,22.15
14415,2.951741,14.572669,22.43
14416,2.915939,12.767368,22.76
14417,3.061832,14.950239,22.05
14418,3.305840,18.537489,21.26
14419,2.954584,14.434131,22.55
14420,2.904161,13.363490,23.04
14421,3.216764,16.584908,22.21
14422,3.311625,17.009089,22.08
14423,3.080548,15.714949,22.31
14424,2.986979,14.548895,22.54
14425,2.816984,14.132551,22.68
14426,2.541660,12.607871,23.15
14427,2.322426,10.073571,24.08
14428,2.761686,12.061773,23.21
14429,2.793605,12.113584,23.07
14430,2.701293,11.813557,23.08
14431,2.870687,13.132199,22.83
14432,2.632682,11.234682,24.01
14433,2.724791,11.493445,24.51
14434,2.732040,11.685151,24.90
14435,2.691286,12.059384,24.93
14436,2.838579,13.387129,24.33
14437,3.296864,17.358519,22.83
14438,3.439779,19.904310,21.64
14439,3.366805,19.769873,20.99
14440,3.667225,22.342768,19.93
14441,3.614539,22.279306,19.67
14442,3.269888,20.339006,20.01
14443,2.712942,15.646617,21.37
14444,2.362386,9.956107,23.80
14445,2.331523,8.423372,25.12
14446,2.261403,7.861392,25.92
14447,2.377844,8.607430,25.88
14448,2.419669,9.536191,25.66
14449,2.396347,9.538510,25.79
14450,2.384544,9.499247,25.89
14451,2.399561,9.437674,26.02
14452,2.300212,8.315632,26.70
14453,2.317028,8.268433,26.89
14454,2.296700,8.658753,26.73
14455,2.628053,11.584665,25.27
14456,3.044072,15.404890,23.56
14457,3.024336,14.408723,23.14
14458,2.682006,12.450571,22.79
14459,3.436424,18.341339,20.04
14460,3.102775,15.774370,19.96
14461,2.875715,13.914062,20.48
14462,3.180302,16.181753,20.40
14463,3.476504,18.203806,20.60
14464,3.624485,21.324501,20.31
14465,3.860563,24.403643,19.86
14466,3.522256,19.769281,20.68
14467,2.973964,13.922130,21.86
14468,2.785736,12.619277,21.88
14469,2.520099,10.502507,22.61
14470,2.399939,9.413542,23.32
14471,2.661452,11.392666,22.76
14472,2.588220,10.873937,23.07
14473,2.641336,11.782310,22.66
14474,3.091732,15.426537,21.32
14475,3.167110,17.073227,20.58
14476,3.126229,16.681980,20.43
14477,2.869748,15.416611,20.72
14478,2.994718,17.026731,20.49
14479,3.105409,18.998974,20.36
14480,3.212638,18.945906,20.87
14481,2.943240,15.022175,22.43
14482,2.706456,10.885991,24.34
14483,2.720004,12.393146,24.15
14484,2.532384,10.920433,24.99
14485,2.445388,9.562918,25.79
14486,2.198369,8.010874,26.75
14487,2.202865,8.004947,26.96
14488,2.519799,10.154350,26.17
14489,2.499629,10.822117,26.12
14490,3.011686,15.980031,24.52
14491,2.856670,14.012571,24.90
14492,3.102714,15.889160,23.93
14493,2.730809,13.004747,24.18
14494,2.625484,12.568439,23.53
14495,2.563377,10.760842,23.42
14496,2.516095,10.277964,23.22
14497,2.624622,11.462241,22.59
14498,2.603869,10.726821,22.81
14499,2.490983,9.999518,23.10
14500,2.666690,12.012497,22.27
14501,2.731346,12.046528,22.24
14502,2.526639,10.418093,23.07
14503,2.539861,10.343637,23.53
14504,2.793524,11.971936,23.33
14505,3.110464,14.172722,22.79
14506,3.233160,16.365709,22.19
14507,3.077250,15.663675,22.27
14508,3.244782,18.948462,21.24
14509,2.688663,12.141957,22.96
14510,3.051369,14.383520,22.25
14511,2.974548,14.201732,22.45
14512,2.908271,14.264737,22.53
14513,3.249820,16.570400,21.83
14514,2.648454,11.509452,23.24
14515,2.720536,12.094437,22.85
14516,3.093587,15.904054,21.61
14517,2.987673,13.995337,22.27
14518,2.785984,12.435675,22.92
14519,2.756308,12.297003,23.07
14520,3.114492,16.646065,21.80
14521,3.113784,17.365967,21.54
14522,3.097771,16.750792,21.60
14523,3.444971,18.348862,21.36
14524,3.330011,17.634630,21.77
14525,3.145287,15.468778,22.49
14526,3.349816,18.343655,21.81
14527,3.379902,18.833872,21.66
14528,3.309481,18.278555,21.60
14529,3.057611,15.737530,22.11
14530,3.209211,16.311594,21.95
14531,3.119548,15.680446,22.11
14532,3.245967,16.696613,21.76
14533,3.597776,20.889608,20.70
14534,3.574488,20.365026,20.66
14535,3.439538,19.265347,20.69
14536,2.982626,15.098605,21.55
14537,2.637965,11.137896,22.78
14538,2.634988,10.767077,22.98
14539,3.032460,14.400881,22.02
14540,3.184673,15.654818,22.09
14541,2.914680,13.180352,23.23
14542,2.876509,12.932073,23.60
14543,2.669424,11.750168,24.19
14544,2.455981,10.033189,24.82
14545,2.680737,12.167864,23.88
14546,2.702393,11.872565,23.97
14547,2.996272,14.238357,23.23
14548,2.769547,12.599559,23.73
14549,2.659943,11.257420,24.17
14550,2.698635,11.255364,24.07
14551,2.806736,12.228930,23.60
14552,2.810793,12.771025,23.35
14553,2.560621,10.490405,24.23
14554,2.508753,9.917578,24.58
14555,2.599713,10.752428,24.30
14556,2.418710,9.726363,24.73
14557,2.691232,11.793558,23.83
14558,2.472545,9.772514,25.50
14559,2.419060,9.682846,25.84
14560,2.416983,9.693195,26.05
14561,2.537402,10.296310,25.90
14562,2.306389,9.126572,26.40
14563,1.939919,6.510270,27.83
14564,1.920659,5.815885,28.33
14565,1.906583,5.811437,28.39
14566,1.857620,5.539052,28.69
14567,1.598715,4.176091,30.04
14568,1.660070,4.507304,29.85
14569,1.913583,5.901972,28.80
14570,2.146443,7.657945,27.69
14571,2.575853,11.234159,25.87
14572,2.861515,13.478367,24.72
14573,3.024686,15.162517,23.67
14574,3.365772,18.924877,22.00
14575,3.510550,20.709782,20.90
14576,3.458696,19.734230,20.63
14577,3.027709,15.948876,21.35
14578,2.848198,13.719075,21.94
14579,2.728228,12.750090,22.28
14580,2.750203,12.583974,22.35
14581,3.063682,15.966824,21.31
14582,2.773202,12.933683,22.09
14583,2.474363,10.739520,22.80
14584,2.576893,11.174248,22.61
14585,2.607058,10.976419,22.73
14586,2.343947,8.971697,23.63
14587,2.697177,11.920951,22.35
14588,2.781575,13.361156,21.71
14589,2.841435,14.501083,21.11
14590,2.785032,13.958740,20.91
14591,2.859580,13.676885,20.58
14592,2.851567,13.261037,20.51
14593,3.058063,15.507587,19.88
14594,3.042765,17.545305,19.58
14595,3.094958,17.847603,19.73
14596,2.958914,15.649189,20.46
14597,3.003382,14.669936,20.78
14598,3.292213,17.139025,20.11
14599,2.948078,13.562401,21.10
14600,2.685481,12.261545,21.67
14601,2.653260,12.114504,22.02
14602,2.795854,13.472622,21.93
14603,2.602971,11.792551,22.77
14604,2.504292,9.976418,23.64
14605,2.381604,8.843925,24.18
14606,2.280360,8.889519,24.02
14607,2.374031,9.198141,23.70
14608,2.267504,8.469652,23.95
14609,2.407157,10.152593,23.18
14610,2.404689,9.671655,23.54
14611,2.505391,10.512350,23.37
14612,2.863827,14.061756,22.22
14613,3.227400,17.463797,21.27
14614,2.945352,15.663532,21.67
14615,2.695539,13.918679,22.05
14616,3.018968,16.652514,21.12
14617,2.820802,14.291592,21.62
14618,2.955633,15.169057,21.23
14619,2.934415,14.215908,21.36
14620,2.943116,14.404753,21.12
14621,2.906884,14.150896,21.12
14622,2.735215,12.845398,21.71
14623,2.518992,10.919670,22.82
14624,2.355004,9.540284,23.93
14625,2.268440,9.122983,24.62
14626,2.206075,7.960145,25.63
14627,2.094667,7.015735,26.46
14628,2.140981,7.199198,26.50
14629,2.280099,8.497155,25.86
14630,2.043213,6.963552,26.79
14631,2.067641,7.275380,26.71
14632,2.034245,6.580488,27.30
14633,1.917210,6.230205,27.72
14634,1.890048,6.095276,28.02
14635,2.238109,7.975389,27.03
14636,2.260576,8.111351,27.00
14637,2.248748,9.022849,26.40
14638,2.462643,11.139594,25.15
14639,2.648517,11.560583,24.50
14640,2.830839,12.875798,23.39
14641,2.677628,11.079329,23.39
14642,2.288115,8.856430,23.89
14643,2.353539,8.891074,23.70
